,source,target,contraction
2080,Scientific Collaboration Network,Spatial Network,0
2081,Scientific Collaboration Network,Stochastic Block Model,0
2082,Scientific Collaboration Network,Telecommunications Network,0
2083,Scientific Collaboration Network,Topological,0
2084,Scientific Collaboration Network,Transitive Relation,0
2085,Scientific Collaboration Network,Transport Network,0
2086,Scientific Collaboration Network,Triadic Closure,0
2087,Scientific Collaboration Network,Vertex (Graph Theory),0
2088,Scientific Collaboration Network,Watts–Strogatz Model,0
2089,Scientific Collaboration Network,Weighted Graph,0
2090,Scientific Collaboration Network,Exponential Random Graph Model,0
2091,Scientific Collaboration Network,Power-Law,0
2092,Evolving Networks,Adjacency List,0
2093,Evolving Networks,Adjacency Matrix,0
2094,Evolving Networks,Agent-Based Model,0
2095,Evolving Networks,Alfréd Rényi,0
2096,Evolving Networks,Artificial Neural Network,0
2097,Evolving Networks,Assortativity,0
2098,Evolving Networks,Average Path Length,0
2099,Evolving Networks,Balance Theory,0
2100,Evolving Networks,Barabási–Albert Model,0
2101,Evolving Networks,Bianconi–Barabási Model,0
2102,Evolving Networks,Biological Network,0
2103,Evolving Networks,Bipartite Graph,0
2104,Evolving Networks,Blockmodeling,0
2105,Evolving Networks,Boolean Network,0
2106,Evolving Networks,Centrality,0
2107,Evolving Networks,Citeseerx (Identifier),0
2108,Evolving Networks,Clique (Graph Theory),0
2109,Evolving Networks,Clustering Coefficient,0
2110,Evolving Networks,Combinatorial Optimization,0
2111,Evolving Networks,Community Structure,0
2112,Evolving Networks,Complete Graph,0
2113,Evolving Networks,Complex Contagion,0
2114,Evolving Networks,Complex Network,0
2115,Evolving Networks,Computer Network,0
2116,Evolving Networks,Connected Component (Graph Theory),0
2117,Evolving Networks,Cut (Graph Theory),0
2118,Evolving Networks,Cycle (Graph Theory),0
2119,Evolving Networks,Degree (Graph Theory),0
2120,Evolving Networks,Degree Distribution,0
2121,Evolving Networks,Dependency Network,0
2122,Evolving Networks,Directed Graph,0
2123,Evolving Networks,Distance (Graph Theory),0
2124,Evolving Networks,Edge (Graph Theory),0
2125,Evolving Networks,Efficiency (Network Science),0
2126,Evolving Networks,Epidemic Model,0
2127,Evolving Networks,Erdős–Rényi Model,0
2128,Evolving Networks,Fitness Model (Network Theory),0
2129,Evolving Networks,Flow Network,0
2130,Evolving Networks,Google,0
2131,Evolving Networks,Graph (Abstract Data Type),0
2132,Evolving Networks,Graph (Discrete Mathematics),0
2133,Evolving Networks,Graph Drawing,0
2134,Evolving Networks,Graph Theory,0
2135,Evolving Networks,Hdl (Identifier),0
2136,Evolving Networks,Hierarchical Network Model,0
2137,Evolving Networks,Homophily,0
2138,Evolving Networks,Hyperbolic Geometric Graph,0
2139,Evolving Networks,Hypergraph,0
2140,Evolving Networks,Incidence List,0
2141,Evolving Networks,Incidence Matrix,0
2142,Evolving Networks,Interdependent Networks,0
2143,Evolving Networks,Internet,0
2144,Evolving Networks,Jstor (Identifier),0
2145,Evolving Networks,Labeled Graph,0
2146,Evolving Networks,Lancichinetti–Fortunato–Radicchi Benchmark,0
2147,Evolving Networks,Leonhard Euler,0
2148,Evolving Networks,Link Analysis,0
2149,Evolving Networks,Loop (Graph Theory),0
2150,Evolving Networks,Maximum-Entropy Random Graph Model,0
2151,Evolving Networks,Metrics (Networking),0
2152,Evolving Networks,Modularity (Networks),0
2153,Evolving Networks,Multigraph,0
2154,Evolving Networks,Neighbourhood (Graph Theory),0
2155,Evolving Networks,Network Controllability,0
2156,Evolving Networks,Network Effect,0
2157,Evolving Networks,Network Motif,0
2158,Evolving Networks,Network On A Chip,0
2159,Evolving Networks,Network Science,0
2160,Evolving Networks,Network Theory,0
2161,Evolving Networks,Path (Graph Theory),0
2162,Evolving Networks,Paul Erdős,0
2163,Evolving Networks,Percolation Theory,0
2164,Evolving Networks,Physical Review Letters,0
2165,Evolving Networks,Poisson Distribution,0
2166,Evolving Networks,Positive Feedback,0
2167,Evolving Networks,Preferential Attachment,0
2168,Evolving Networks,Random Geometric Graph,0
2169,Evolving Networks,Random Graph,0
2170,Evolving Networks,Reciprocity (Network Science),0
2171,Evolving Networks,S2Cid (Identifier),0
2172,Evolving Networks,Sir Model,0
2173,Evolving Networks,Scale-Free Network,0
2174,Evolving Networks,Scientific Collaboration Network,0
2175,Evolving Networks,Semantic Network,0
2176,Evolving Networks,Seven Bridges Of Königsberg,0
2177,Evolving Networks,Six Degrees Of Kevin Bacon,0
2178,Evolving Networks,Small-World Network,0
2179,Evolving Networks,Social Capital,0
2180,Evolving Networks,Social Influence,0
2181,Evolving Networks,Social Network,0
2182,Evolving Networks,Social Network Analysis Software,0
2183,Evolving Networks,Soft Configuration Model,0
2184,Evolving Networks,Spatial Network,0
2185,Evolving Networks,Stochastic Block Model,0
2186,Evolving Networks,Telecommunications Network,0
2187,Evolving Networks,Transitive Relation,0
2188,Evolving Networks,Transport Network,0
2189,Evolving Networks,Triadic Closure,0
2190,Evolving Networks,Vertex (Graph Theory),0
2191,Evolving Networks,Watts And Strogatz Model,0
2192,Evolving Networks,Watts–Strogatz Model,0
2193,Evolving Networks,Weighted Graph,0
2194,Evolving Networks,World Wide Web,0
2195,Evolving Networks,Exponential Random Graph Model,0
2196,Evolving Networks,Power-Law,0
2197,Semantic Network,Adjacency List,0
2198,Semantic Network,Adjacency Matrix,0
2199,Semantic Network,Agent-Based Model,0
2200,Semantic Network,Artificial Neural Network,0
2201,Semantic Network,Assortativity,0
2202,Semantic Network,Balance Theory,0
2203,Semantic Network,Barabási–Albert Model,0
2204,Semantic Network,Bianconi–Barabási Model,0
2205,Semantic Network,Biological Network,0
2206,Semantic Network,Bipartite Graph,0
2207,Semantic Network,Blockmodeling,0
2208,Semantic Network,Boolean Network,0
2209,Semantic Network,Category Theory,0
2210,Semantic Network,Centrality,0
2211,Semantic Network,Clique (Graph Theory),0
2212,Semantic Network,Clustering Coefficient,0
2213,Semantic Network,Collective Intelligence,0
2214,Semantic Network,Combinatorial Optimization,0
2215,Semantic Network,Community Structure,0
2216,Semantic Network,Complete Graph,0
2217,Semantic Network,Complex Contagion,0
2218,Semantic Network,Complex Network,0
2219,Semantic Network,Computer Network,0
2220,Semantic Network,Concept,0
2221,Semantic Network,Conceptual Graph,0
2222,Semantic Network,Connected Component (Graph Theory),0
2223,Semantic Network,Cut (Graph Theory),0
2224,Semantic Network,Cycle (Graph Theory),0
2225,Semantic Network,Database,0
2226,Semantic Network,Decision Tree,0
2227,Semantic Network,Degree (Graph Theory),0
2228,Semantic Network,Degree Distribution,0
2229,Semantic Network,Dependency Network,0
2230,Semantic Network,Digital Library,0
2231,Semantic Network,Directed Graph,0
2232,Semantic Network,Distance (Graph Theory),0
2233,Semantic Network,Edge (Graph Theory),0
2234,Semantic Network,Efficiency (Network Science),0
2235,Semantic Network,Entity–Relationship Model,0
2236,Semantic Network,Epidemic Model,0
2237,Semantic Network,Erdős–Rényi Model,0
2238,Semantic Network,Evolving Networks,0
2239,Semantic Network,Fitness Model (Network Theory),0
2240,Semantic Network,Flow Network,0
2241,Semantic Network,Formal Language,0
2242,Semantic Network,Google,0
2243,Semantic Network,Graph (Abstract Data Type),0
2244,Semantic Network,Graph (Discrete Mathematics),0
2245,Semantic Network,Graph Database,0
2246,Semantic Network,Graph Drawing,0
2247,Semantic Network,Graph Theory,0
2248,Semantic Network,Hierarchical Network Model,0
2249,Semantic Network,Homophily,0
2250,Semantic Network,Hyperbolic Geometric Graph,0
2251,Semantic Network,Hypergraph,0
2252,Semantic Network,Incidence List,0
2253,Semantic Network,Incidence Matrix,0
2254,Semantic Network,Interdependent Networks,0
2255,Semantic Network,Internet,0
2256,Semantic Network,Knowledge Representation And Reasoning,0
2257,Semantic Network,Labeled Graph,0
2258,Semantic Network,Lancichinetti–Fortunato–Radicchi Benchmark,0
2259,Semantic Network,Large Language Model,0
2260,Semantic Network,Layered Graph Drawing,0
2261,Semantic Network,Link Analysis,0
2262,Semantic Network,Linked Data,0
2263,Semantic Network,Loop (Graph Theory),0
2264,Semantic Network,Maximum-Entropy Random Graph Model,0
2265,Semantic Network,Mental Model,0
2266,Semantic Network,Metrics (Networking),0
2267,Semantic Network,Modularity (Networks),0
2268,Semantic Network,Multigraph,0
2269,Semantic Network,Natural Language Processing,0
2270,Semantic Network,Neighbourhood (Graph Theory),0
2271,Semantic Network,Network Controllability,0
2272,Semantic Network,Network Effect,0
2273,Semantic Network,Network Motif,0
2274,Semantic Network,Network On A Chip,0
2275,Semantic Network,Network Science,0
2276,Semantic Network,Network Theory,0
2277,Semantic Network,Oclc (Identifier),0
2278,Semantic Network,Ontology (Information Science),0
2279,Semantic Network,Organizational Chart,0
2280,Semantic Network,Path (Graph Theory),0
2281,Semantic Network,Pathfinder Network,0
2282,Semantic Network,Percolation Theory,0
2283,Semantic Network,Preferential Attachment,0
2284,Semantic Network,Radial Tree,0
2285,Semantic Network,Random Geometric Graph,0
2286,Semantic Network,Random Graph,0
2287,Semantic Network,Reciprocity (Network Science),0
2288,Semantic Network,S2Cid (Identifier),0
2289,Semantic Network,Sir Model,0
2290,Semantic Network,Scale-Free Network,0
2291,Semantic Network,Scientific Collaboration Network,0
2292,Semantic Network,Semantics (Computer Science),0
2293,Semantic Network,Small-World Network,0
2294,Semantic Network,Social Capital,0
2295,Semantic Network,Social Influence,0
2296,Semantic Network,Social Network,0
2297,Semantic Network,Social Network Analysis,0
2298,Semantic Network,Social Network Analysis Software,0
2299,Semantic Network,Sociogram,0
2300,Semantic Network,Soft Configuration Model,0
2301,Semantic Network,Spatial Network,0
2302,Semantic Network,Speech Recognition,0
2303,Semantic Network,Speech Synthesis,0
2304,Semantic Network,Stochastic Block Model,0
2305,Semantic Network,Telecommunications Network,0
2306,Semantic Network,Transitive Relation,0
2307,Semantic Network,Transport Network,0
2308,Semantic Network,Tree Structure,0
2309,Semantic Network,Treemapping,0
2310,Semantic Network,Triadic Closure,0
2311,Semantic Network,Undirected Graph,0
2312,Semantic Network,Vertex (Graph Theory),0
2313,Semantic Network,Visual Analytics,0
2314,Semantic Network,Watts–Strogatz Model,0
2315,Semantic Network,Weighted Graph,0
2316,Semantic Network,Wicked Problem,0
2317,Semantic Network,World Wide Web,0
2318,Semantic Network,Computer,0
2319,Semantic Network,Exponential Random Graph Model,0
2320,Semantic Network,Co-Occurrence Network,0
2321,Graph Drawing,Adjacency List,0
2322,Graph Drawing,Adjacency Matrix,0
2323,Graph Drawing,Algebraic Geometry,0
2324,Graph Drawing,Algorithm,0
2325,Graph Drawing,American Mathematical Society,0
2326,Graph Drawing,Bioinformatics,0
2327,Graph Drawing,Cartography,0
2328,Graph Drawing,Citeseerx (Identifier),0
2329,Graph Drawing,Complete Graph,0
2330,Graph Drawing,Computer Network,0
2331,Graph Drawing,Computer Science,0
2332,Graph Drawing,Control Flow,0
2333,Graph Drawing,Cubic Graph,0
2334,Graph Drawing,Dgml,0
2335,Graph Drawing,Dot (Graph Description Language),0
2336,Graph Drawing,Degree (Graph Theory),0
2337,Graph Drawing,Directed Acyclic Graph,0
2338,Graph Drawing,Directed Graph,0
2339,Graph Drawing,Distributed Computing,0
2340,Graph Drawing,Donald Knuth,0
2341,Graph Drawing,Edge (Graph Theory),0
2342,Graph Drawing,Edge List,0
2343,Graph Drawing,Eigenvector,0
2344,Graph Drawing,Electronic Design Automation,0
2345,Graph Drawing,Finite-State Machine,0
2346,Graph Drawing,Gxl,0
2347,Graph Drawing,Geometric Graph Theory,0
2348,Graph Drawing,Gradient Descent,0
2349,Graph Drawing,Graphml,0
2350,Graph Drawing,Graph (Abstract Data Type),0
2351,Graph Drawing,Graph (Discrete Mathematics),0
2352,Graph Drawing,Graph Modelling Language,0
2353,Graph Drawing,Graph Automorphism,0
2354,Graph Drawing,Graph Database,0
2355,Graph Drawing,Incidence Matrix,0
2356,Graph Drawing,Information System,0
2357,Graph Drawing,Intersection Graph,0
2358,Graph Drawing,Lcf Notation,0
2359,Graph Drawing,Layered Graph Drawing,0
2360,Graph Drawing,Linguistics,0
2361,Graph Drawing,Linked Data,0
2362,Graph Drawing,Mr (Identifier),0
2363,Graph Drawing,Mathematics,0
2364,Graph Drawing,Matrix (Mathematics),0
2365,Graph Drawing,Newick Format,0
2366,Graph Drawing,Pmc (Identifier),0
2367,Graph Drawing,Planar Graph,0
2368,Graph Drawing,Printed Circuit Board,0
2369,Graph Drawing,Protein–Protein Interaction,0
2370,Graph Drawing,Python (Programming Language),0
2371,Graph Drawing,Ramon Llull,0
2372,Graph Drawing,Reachability,0
2373,Graph Drawing,Roberto Tamassia,0
2374,Graph Drawing,S2Cid (Identifier),0
2375,Graph Drawing,Social Network,0
2376,Graph Drawing,Social Network Analysis,0
2377,Graph Drawing,Social Network Analysis Software,0
2378,Graph Drawing,Sociogram,0
2379,Graph Drawing,Tree (Graph Theory),0
2380,Graph Drawing,Tree Structure,0
2381,Graph Drawing,Trivial Graph Format,0
2382,Graph Drawing,Ulrik Brandes,0
2383,Graph Drawing,Vertex (Graph Theory),0
2384,Graph Drawing,Wayback Machine,0
2385,Graph Drawing,Xgmml,0
2386,Graph Drawing,Prentice-Hall,0
2387,Soft Configuration Model,Adjacency List,0
2388,Soft Configuration Model,Adjacency Matrix,0
2389,Soft Configuration Model,Agent-Based Model,0
2390,Soft Configuration Model,Artificial Neural Network,0
2391,Soft Configuration Model,Assortativity,0
2392,Soft Configuration Model,Balance Theory,0
2393,Soft Configuration Model,Barabási–Albert Model,0
2394,Soft Configuration Model,Bianconi–Barabási Model,0
2395,Soft Configuration Model,Biological Network,0
2396,Soft Configuration Model,Bipartite Graph,0
2397,Soft Configuration Model,Blockmodeling,0
2398,Soft Configuration Model,Boolean Network,0
2399,Soft Configuration Model,Centrality,0
2400,Soft Configuration Model,Clique (Graph Theory),0
2401,Soft Configuration Model,Clustering Coefficient,0
2402,Soft Configuration Model,Combinatorial Optimization,0
2403,Soft Configuration Model,Community Structure,0
2404,Soft Configuration Model,Complete Graph,0
2405,Soft Configuration Model,Complex Contagion,0
2406,Soft Configuration Model,Complex Network,0
2407,Soft Configuration Model,Computer Network,0
2408,Soft Configuration Model,Configuration Model,0
2409,Soft Configuration Model,Connected Component (Graph Theory),0
2410,Soft Configuration Model,Cut (Graph Theory),0
2411,Soft Configuration Model,Cycle (Graph Theory),0
2412,Soft Configuration Model,Degree (Graph Theory),0
2413,Soft Configuration Model,Degree Distribution,0
2414,Soft Configuration Model,Dependency Network,0
2415,Soft Configuration Model,Directed Graph,0
2416,Soft Configuration Model,Distance (Graph Theory),0
2417,Soft Configuration Model,Edge (Graph Theory),0
2418,Soft Configuration Model,Efficiency (Network Science),0
2419,Soft Configuration Model,Epidemic Model,0
2420,Soft Configuration Model,Erdős–Rényi Model,0
2421,Soft Configuration Model,Evolving Networks,0
2422,Soft Configuration Model,Exponential Family,0
2423,Soft Configuration Model,Fitness Model (Network Theory),0
2424,Soft Configuration Model,Flow Network,0
2425,Soft Configuration Model,Gibbs Entropy,0
2426,Soft Configuration Model,Graph (Abstract Data Type),0
2427,Soft Configuration Model,Graph (Discrete Mathematics),0
2428,Soft Configuration Model,Graph Drawing,0
2429,Soft Configuration Model,Hierarchical Network Model,0
2430,Soft Configuration Model,Homophily,0
2431,Soft Configuration Model,Hyperbolic Geometric Graph,0
2432,Soft Configuration Model,Hypergraph,0
2433,Soft Configuration Model,Incidence List,0
2434,Soft Configuration Model,Incidence Matrix,0
2435,Soft Configuration Model,Interdependent Networks,0
2436,Soft Configuration Model,Labeled Graph,0
2437,Soft Configuration Model,Lancichinetti–Fortunato–Radicchi Benchmark,0
2438,Soft Configuration Model,Link Analysis,0
2439,Soft Configuration Model,Loop (Graph Theory),0
2440,Soft Configuration Model,Maximum-Entropy Random Graph Model,0
2441,Soft Configuration Model,Metrics (Networking),0
2442,Soft Configuration Model,Modularity (Networks),0
2443,Soft Configuration Model,Multigraph,0
2444,Soft Configuration Model,Neighbourhood (Graph Theory),0
2445,Soft Configuration Model,Network Controllability,0
2446,Soft Configuration Model,Network Effect,0
2447,Soft Configuration Model,Network Motif,0
2448,Soft Configuration Model,Network On A Chip,0
2449,Soft Configuration Model,Network Science,0
2450,Soft Configuration Model,Network Theory,0
2451,Soft Configuration Model,Path (Graph Theory),0
2452,Soft Configuration Model,Percolation Theory,0
2453,Soft Configuration Model,Preferential Attachment,0
2454,Soft Configuration Model,Principle Of Maximum Entropy,0
2455,Soft Configuration Model,Probability Distribution,0
2456,Soft Configuration Model,Random Geometric Graph,0
